id,description,smarts,group,priority
1069,vinyl michael acceptor1,"[#6]-[CH1]=C-C(=O)[#6,#7,#8]",MLSMR,3
1070,vinyl michael acceptor2,"[CH2]=C-C(=O)[#6,#7,#8]",MLSMR,3
1071,michael acceptor 5,N#CC(=C)C#N,MLSMR,3
1072,Michael acceptor 6,"[#6,#7]-&!@[#6](=&!@[CH])-&!@C(=O)-&!@[C,N,O,S]",MLSMR,3
1073,alkynyl michael acceptor1,"[#6]-C#CC(=O)[#6,#7,#8]",MLSMR,3
1074,alkynyl michael acceptor2,"[CH1]#CC(=O)-[#6,#7,#8]",MLSMR,3
1075,nitroalkane,C[N+](=O)[O-],MLSMR,3
1076,crown ether,[O;R1][C;R1][C;R1][O;R1][C;R1][C;R1][O;R1],MLSMR,3
1077,nitrate,[#6]-O-[N+](=O)[O-],MLSMR,3
1078,Oxalyl,O=C-&!@C=O,MLSMR,3
1079,Dipeptide,*-C(=O)-&!@[NH]-C-&!@C(=O)-&!@[NH]-*,MLSMR,3
1080,quaternary nitroxy,C[N+](-[O-])(C)C,MLSMR,3
1081,Triphenylphosphine,a-P(-a)-a,MLSMR,3
1082,Phosphoric acid,[OH]-P(=O)(-O)-*,MLSMR,3
1083,Phosphoric ester,COP(=O)(-*)O,MLSMR,3
1084,di/triphosphate,P(=O)([OH])OP(=O)[OH],MLSMR,3
1085,tri phosphoric esters,[#6]OP(=O)(*)O[#6].[#6]OP(=O)(*)O[#6].[#6]OP(=O)(*)O[#6],MLSMR,3
1086,phosphoramide,NP(=O)(N)N,MLSMR,3
1087,Phenalene,c1(c)c2c(c)cccc2ccc1,MLSMR,3
1088,(poly(azo(anthracene)),"c12:[c,n]:[c,n]:[c,n]:[c,n]:c1[c,n]c3:[c,n]:[c,n]:[c,n]:[c,n]:c3[c,n]2",MLSMR,3
1089,(poly(azo(phenanthrene)),"c12:[c,n]:[c,n]:[c,n]:[c,n]:c1:[c,n]:[c,n]:c3:[c,n]:[c,n]:[c,n]:[c,n]:c23",MLSMR,3
1090,Dye 31,a1aaac2ac3acac4aaac(c34)c12,MLSMR,3
1091,Dye 4,c12ccccc1C(=O)c3ccccc3C2=O,MLSMR,3
1092,Dye 8,c12cccc(C(=O)N(-&!@C)C(=O)3)c2c3ccc1,MLSMR,3
1093,"epoxide, aziridine, thioepoxide","C1[O,S,N]C1",MLSMR,3
1094,propiolactone,C1(=O)OCC1,MLSMR,3
1095,b-lactam,N1CCC1=O,MLSMR,3
1096,cycloheximide,O=C1CCCC(N1)=O,MLSMR,3
1097,aromatic Sulfonic ester,"[#6,#7]-S(=O)(=O)Oc",MLSMR,3
1098,quinone,"[$([o,n]=c1ccc(=[o,n])cc1),$([O,N]=C1C=CC(=[O,N])C=C1),$([O,N]=C1[#6]:,=[#6]C(=[O,N])[#6]:,=[#6]1)]",MLSMR,3
1099,saponin,O1CCCCC1OC2CCC3CCCCC3C2,MLSMR,3
1100,monensin,O1CCCCC1C2CCCO2,MLSMR,3
1101,squalestatin,C12OCCC(O1)CC2,MLSMR,3
1102,cyanidin,[OH]c1cc([OH])cc2=[O+]C(=C([OH])Cc21)c3cc([OH])c([OH])cc3,MLSMR,3
1103,cytochalasin,O=C1NCC2CCCCC21,MLSMR,3
1104,Filter1_2_halo_ether,"[Cl,Br,I][CX4][CX4][$([O,S,N]*),Cl,Br,I]",Inpharmatica,1
1105,Filter2_acyl_phosphyl_sulfonyl_halide,"[C,S,P](=O)[F,Cl,Br,I]",Inpharmatica,1
1106,Filter3_allyl_halide,"[F,Cl,Br,I][CX4]C=C",Inpharmatica,1
1107,Filter4_alpha_halo_carbonyl,"[Br,Cl,I][C!H0]C=[O,S]",Inpharmatica,1
1108,Filter5_azo,"[$([NX2R0]-[!#7]),$([NX2R0H1])]=[$([NX2R0]-[!#7]),$([NX2R0H1])]",Inpharmatica,1
1109,Filter6_benzyl_halide,"[Br,Cl,I][CX4]c",Inpharmatica,1
1110,Filter7_diazo,[!#7]~[NX2]~[NX1],Inpharmatica,1
1111,Filter8_thio_isocyanat_diimin,"N=C=[N,O,P,S]",Inpharmatica,1
1112,Filter9_metal,"[$([!#1!#6!#7!#8!#9!#15!#16!#17!#35!#53]~[*]),$([!#1!#6!#7!#8!#9!#15!#16!#17!#35!#53;h])]",Inpharmatica,1
1113,Filter10_Terminal_vinyl,"[CH2]=[CH][N,O,P,S;R0]",Inpharmatica,1
1114,Filter11_nitrosamin,[NR0]~[NX2]~[OX1],Inpharmatica,1
1115,Filter12_nitroso,"[$([NX2]~*),$([NX2H])]~[OX1]",Inpharmatica,1
1116,Filter13_PS_double_bond,"S=[$([PX2]~*),$([PX2H])]",Inpharmatica,1
1117,Filter14_thio_oxopyrylium_salt,"c1ccc[s,o;X2]c1",Inpharmatica,1
1118,Filter15_thiosulfate,[SX4](~S)(~O)(~O)~*,Inpharmatica,1
1119,Filter16_trialkyl_phosphin,[PX3]([#6])([#6])[#6],Inpharmatica,1
1120,Filter17_trialkyl_phosphin2,[PX4](~[!O!S])([#6])([#6])[#6],Inpharmatica,1
1121,Filter18_oxime_ester,"[$([CX3H1]-[!#7]),$([CX3H2])]=NO[C,S,P](=O)*",Inpharmatica,1
1122,Filter19_hydroxyimide_ester,O=C[NX3](C=O)OC(=O)*,Inpharmatica,1
1123,Filter20_hydrazine,[Nv3X3][Nv3X3!H0],Inpharmatica,1
1124,Filter21_cyanhydrin,[NX1]#C[CX4][OH],Inpharmatica,1
1125,Filter22_sulfonium_salt,*[SX3](*)*,Inpharmatica,1
1126,Filter23_ortho_quinone,C1(C=CC=CC1=O)=O,Inpharmatica,1
1127,Filter24_react_imide,"*C([F,Cl,Br,I,$(OS(=O)(=O)*)])=[NX2]*",Inpharmatica,1
1128,Filter25_sulfonyl_halide,"*S(=O)(=O)[F,Cl,Br,I]",Inpharmatica,1
1129,Filter26_alkyl_halide,"AA[CH2][F,Cl,Br,I,$(OS(=O)(=O)*)]",Inpharmatica,1
1130,Filter27_anhydride,"*[C,S](=O)O[C,S](=O)*",Inpharmatica,1
1131,Filter28_halo_pyrimidine,"c1nc(ncc1)[Br,I]",Inpharmatica,1
1132,Filter29_thioester,"CC(=[OX1,SX1,NH])[$([SX2]-*),$([SX2H])]",Inpharmatica,1
1133,Filter30_beta_halo_carbonyl,"[$(C(-C)(-C)(=O)),$([CH](=O)-C)](=O)CC[Br,I]",Inpharmatica,1
1134,Filter31_so_bond,"[SX2R0][OX2]",Inpharmatica,1
1135,Filter32_oo_bond,"[OX2R0][OX2]",Inpharmatica,1
1136,Filter33_c10_alkyl,[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2],Inpharmatica,1
1137,Filter34_isotope,"[2#1,3#1,13C,14C,15N,125I,23F,22Na,32P,33P,35S,45Ca,57Co,103Ru,141Ce]",Inpharmatica,1
1138,Filter35_pp_bond,P-P,Inpharmatica,1
1139,Filter36_ss_double_bond,S=S,Inpharmatica,1
1140,Filter37_silicate,[Si]~O,Inpharmatica,1
1141,Filter38_aldehyde,O=[CH]*,Inpharmatica,1
1142,Filter39_imine,C[CR0]=[NR0][*!O],Inpharmatica,1
1143,Filter40_epoxide_aziridine,"C1C[N,S,O]1",Inpharmatica,1
1144,Filter41_12_dicarbonyl,*C(=O)C(=O)*,Inpharmatica,1
1145,Filter42_12_dicarbonyl_tautomer,[*!$(C[OH])]=C([OH])C(=O)*,Inpharmatica,1
1146,Filter43_michael_acceptor_sp1,C#CC=O,Inpharmatica,1
1147,Filter44_michael_acceptor2,"[$([C!$(C1(=O)C=CC(=O)C=C1)]C),$([Ch]),$(C[OH0])](=O)C=[C!$(C[Nv3X3,OH])]",Inpharmatica,1
1148,Filter45_allyl_halide2,"[Br,Cl,I][CX4]C=[C,N,P]",Inpharmatica,1
1149,Filter46_nhalide,"N[F,Cl,Br,I]",Inpharmatica,1
1150,Filter47_so2f,O=S(=O)(*)F,Inpharmatica,1
1151,Filter48_foso,O=S(*)OF,Inpharmatica,1
1152,Filter49_halogen,"[FX2,ClX2,BrX2,IX2,IX3,IX4,IX5]",Inpharmatica,1
1153,Filter50_grignard,"C[Mg][F,Cl,Br,I]",Inpharmatica,1
1154,Filter51_pn3,N[PX3](N)N,Inpharmatica,1
1155,Filter52_NC_haloamine,"NC[F,Cl,Br,I]",Inpharmatica,1
1156,Filter53_para_quinones,O=C1C=CC(=O)C=C1,Inpharmatica,1
1157,Filter56_SS_bond,S-S,Inpharmatica,1
1158,Filter57_polyphenol1,Oc1cc(O)cc(O)c1,Inpharmatica,1
1159,Filter58_polyphenol2,Oc1c(O)cc(O)cc1,Inpharmatica,1
1160,Filter59_phoshorous_ylide,C=P,Inpharmatica,1
1161,Filter60_Acyclic_N-S,N!@[SX2],Inpharmatica,1
1162,Filter61_phosphor_halide_and_P_S_bond,"[#15]~[F,Cl,Br,I,#16]",Inpharmatica,1
1163,Filter62_oxo_thio_halide,"[O,S]~[Cl,Br,I]",Inpharmatica,1
1164,Filter63_polyaromatic,a1aaaa2ccc3ccccc3c12,Inpharmatica,1
1165,Filter64_halo_ketone_sulfone,"[#6][C,S](=[O,S])C[F,Cl,Br,I]",Inpharmatica,1
1166,Filter65_alkyl_sulfonate,"[#6][P,S](~[OX1])(~[OX1])O[C!H0]",Inpharmatica,1
1167,Filter66_c4_perfluoralkyl,C(F)(F)C(F)(F)C(F)(F)C(F)(F),Inpharmatica,1
1168,Filter67_S_or_O_C_triplebond_N,"[O,S]C#N",Inpharmatica,1
1169,Filter68_anthracene_acridine,a1aaac2cc3ccccc3cc12,Inpharmatica,1
1170,Filter69_thio_carbonate,"[O,S]C(=[O,S])[O,S]",Inpharmatica,1
1171,Filter70_AlkylCN2,*(C#N)C#N,Inpharmatica,1
1172,Filter71_thio_anhydride,"*C(=[O,S])[O,S]C(=[O,S])*",Inpharmatica,1
1173,Filter72_hydrated_di_ketone,C(=O)C([OH])[OH],Inpharmatica,1
1174,Filter73_thio_ketone,CC(=S)C,Inpharmatica,1
1175,Filter74_thiol,*[SX2H],Inpharmatica,1
1176,Filter75_alkyl_Br_I,"[C!H0][Br,I]",Inpharmatica,1
1177,Filter76_S_ester,CC(=S)O,Inpharmatica,1
1178,Filter77_alkyl_NO2,"[*!#7]~[#6]-,=CN(~O)(~O)",Inpharmatica,1
1179,Filter78_bicyclic_Imide,*~@C1C(=O)NC(=O)C(~@*)1,Inpharmatica,1
1180,Filter79_maleimide,[CH]1C(=O)NC(=O)[CH]=1,Inpharmatica,1
1181,Filter80_Thioepoxide_aziridone,"[N,S]1[C,N,S][C,N,S]1",Inpharmatica,1
1182,Filter81_Thiocarbamate,"S!@C(=!@[O,S])!@[#7]",Inpharmatica,1
1183,Filter82_pyridinium,"[c,n]1[c,n][c,n][c,n][c,n]n(C)1",Inpharmatica,1
1184,Filter83_per_halo_chain,"[F,Cl,Br,I]C-,=;!@C([F,Cl,Br,I])-,=;!@C([F,Cl,Br,I])",Inpharmatica,1
1185,Filter84_nitrogen_mustard,"[N,P,Se,S][C!H0]C[Br,Cl,I]",Inpharmatica,1
1186,Filter85_keto_acrylonitrile,*C(=O)C(=!@[C!H0])C#N,Inpharmatica,1
1187,Filter86_cyanamide,N#C[#7!$(N(C#N)=C(N)NC)],Inpharmatica,1
1188,Filter87_crowns,"[N,O,S]-@[#6!$(*(~@*)(~@*)~@*)]@[#6!$(*(~@*)(~@*)~@*)]-@[N,O,S]-@[#6!$(*(~@*)(~@*)~@*)]@[#6!$(*(~@*)(~@*)~@*)]-@[O,N]-@[#6!$(*(~@*)(~@*)~@*)]@[#6!$(*(~@*)(~@*)~@*)]-@[N,O,S]-@C",Inpharmatica,1
1189,Filter88_ene_sulfone,[C!H0]=CS(=O)(=O)*,Inpharmatica,1
1190,Filter89_hydroxylamine,"[*!$(C=O)]!@N!@[$([OX2])]",Inpharmatica,1
1191,Filter90_N_double_bond_S,N=!@S,Inpharmatica,1
1192,Filter92_trityl,*(c1ccccc1)(c1ccccc1)(c1ccccc1),Inpharmatica,1
1193,Filter93_acetyl_urea,C(=O)!@N!@C(=O)[#7],Inpharmatica,1
1194,Filter94_2_halo_pyridine,"c1nc(ccc1)[Br,I,Cl,F]",Inpharmatica,1
1195,aromatic NO2,O~N(=O)-c(:*):*,LINT,2
1196,deuterium,[2H],LINT,2
1197,C13,[13#6],LINT,2
1198,2-chloropyridine,n1c(cccc1)Cl,LINT,2
1199,aniline,[NH2D1]-c(:*):*,LINT,2
1200,"Si,B,Se atoms","[Si,B,Se]",LINT,2
1201,hetero imides,[!#6]-[CH2]-N1C(=O)CCC(=O)1,LINT,2
1202,poly ethers,O[CH2][CH2]O-!@[CH2][CH2]O,LINT,2
1203,acyclic imines,"[$([CX3R0]([#6])[#6]),$([CX3HR0][#6])]=[$([NX2R0][#6]),$([NX2HR0])]",LINT,2
1204,alkyl esters of S or P,"[S,P](=O)OC",LINT,2
1205,ugly P compounds,"P(=[O,S])[C,N]([C,N])[C,N]",LINT,2
1206,"acyclic N-,=N and not N bound to carbonyl or sulfone","[N;!$(N-[C,S]=*)]-,=;!@[N;!$(N-[C,S]=*)]",LINT,2
1207,acyclic N-C-N,N-!@[CX4]-!@N,LINT,2
1208,acyclic N-S,N-!@[SX2]-*,LINT,2
1209,mustards,"[N,S,O][CH2][CH2]-[F,Cl,Br,I]",LINT,2
1210,aldehyde,O=[C!H0],LINT,2
1211,"1,2-dicarbonyl not in ring",O=[CX3]-!@[CX3]=O,LINT,2
1212,"carbamate, T-boc Protected",NC(OC([CH3])([CH3])[CH3])=O,LINT,2
1213,"carbamate, CBZ Protected",NC(O[CH2]c1ccccc1)=O,LINT,2
1214,carbamate include di-substitued N,OC(=O)-!@[NX3],LINT,2
1215,acyl halide,"O=C-[F,Cl,Br,I]",LINT,2
1216,alkyl halide,"[CH2]-[Cl,Br,I]",LINT,2
1217,alpha halo carbonyl,"O=C-C-[F,Cl,Br,I]",LINT,2
1218,sufonyl halide,"S(=O)(=O)-[F,Cl,Br,I]",LINT,2
1219,N:C-SCH2 groups,[ND1]=C-!@[SX2]-[CH2D2],LINT,2
1220,26,N-C(=S)-N,LINT,2
1221,terminal vinyl,[CH2D1]=[CD2]-!@*,LINT,2
1222,28,S=P~*,LINT,2
1223,thio cyanates,S-C#N,LINT,2
1224,thiols,*-[S!H0],LINT,2
1225,thionyl,[Sv4](=O)(-!@[!#1])-!@[!#1],LINT,2
1226,n-haloamines,"N-[F,Cl,Br,I]",LINT,2
1227,N-C-Hal or cyano methyl,"N-C-[F,Cl,Br,I,$(C#N)]",LINT,2
1228,alpha beta-unsaturated ketones; center of Michael reactivity,"[$(C#N),$(N(~O)~O),$(C=O),$(S(=O)=O),$(C(F)(F)F),Cl][C!H0]=[C!H0]",LINT,2
1229,aliphatic ketone not ring and not di-carbonyl,[C;!$(C=*)][C!R](=O)[CH2D2],LINT,2
1230,"aliphatic ester, not lactones",C[C!R](=O)[O!R][CH2D2],LINT,2
1231,"long aliphatic chain, 6+",[CH2][CH2][CH2]-!@[CH2][CH2][CH2],LINT,2
1232,quinones,"O=[#6]1[#6]:,=[#6][#6](=O)[#6]:,=[#6]1",LINT,2
1233,acyclic C=C-O,C=C-!@O-*,LINT,2
1234,acyclic C=N-H,[NH1X2]=[C!R;!$(C(-N)(=[NH1])-N)],LINT,2
1235,acyclic NO not nitro,O-!@[N;!$(N(=O)=O);!$([N+](=O)[O-])],LINT,2
1236,42,S-S,LINT,2
1237,43,O~O,LINT,2
1238,thioester,C-C(=O)[SD2],LINT,2
1239,aziridine-like N in 3-membered ring,N~1~*~*1,LINT,2
1240,epoxides,O~1C~*1,LINT,2
1241,aryl iodide,I-c:*,LINT,2
1242,aryl bromide,Br-c:*,LINT,2
1243,multiple aromatic rings,a1aaa2a(a1)aaa(a2):a,LINT,2
1244,multiple aromatic rings,"[!#1]-,:1-:a2a(-:[!#1]:3:a1aaaa3)aaaa2",LINT,2
1245,S/PO3 groups,"[P,S](~O)(~O)~O",LINT,2
1246,adamantyl,C12CC3CC(C1)CC(C2)C3,LINT,2
1247,too many cyano Groups (>1),C#N.C#N,LINT,2
1248,too many COOH groups (>1),[CX3](=O)[OH1].[CX3](=O)[OH1],LINT,2
1249,amino acid,[NH2][CX4]C(=O)O,LINT,2
1250,chlorates,Cl~O,LINT,2
1251,high halogen content (>3),"[F,Cl,Br,I].[F,Cl,Br,I].[F,Cl,Br,I].[F,Cl,Br,I]",LINT,2
